Producer,Battery,Battery.1,SDate,VP,Sulf,S.Temp,A.Temp,Dens,Temp.Mean,Temp.Roll,Est,Weyb,Oxbow,YGN,Melita,Kipl,Type.Num,CrudeType,VolumeM3
TESORO,ROBINSON LAKE     ,328351,5/3/2017,103.1,0,16.4,14,658.9,8.416666667,6.7838,2.8,9,10,9.4,10,9.3,0,C5+,34.33
CENTENNIAL ,PALERMO,328342,5/3/2017,107.3,0,16,14,633.1,8.416666667,6.7838,2.8,9,10,9.4,10,9.3,0,C5+,37.96
KINDER MORGAN ,WATFORD CITY,328347,5/3/2017,103.1,0,15.2,14,657.1,8.416666667,6.7838,2.8,9,10,9.4,10,9.3,0,C5+,29.26
PETRO HUNT,LITTLE KNIFE,328777,5/6/2017,108.7,0,22,14,657.1,16.55,11.2643,9.4,19.8,16.8,20.7,15.8,16.8,0,C5+,36.45
NGL ,TIOGA,329767,5/13/2017,94.5,0,13,17,663.5,12.96666667,11.19,5.8,15.5,14,16.1,14.4,12,0,C5+,29.92
TESORO ,ROBINSON LAKE     ,329810,5/13/2017,106.4,0,13,17,661.3,12.96666667,11.19,5.8,15.5,14,16.1,14.4,12,0,C5+,34.03
CENTENNIAL ,PALERMO,329821,5/13/2017,107.1,0,18,17,632.8,12.96666667,11.19,5.8,15.5,14,16.1,14.4,12,0,C5+,44.04
KINDER MORGAN ,WATFORD CITY,329844,5/13/2017,101.7,0,22,17,652.9,12.96666667,11.19,5.8,15.5,14,16.1,14.4,12,0,C5+,29.34
CENTENNIAL ,LITTLE KNIFE,330388,5/17/2017,120.6,0,16,12,655.7,6.233333333,10.6095,2,6.4,8,5.9,7.3,7.8,0,C5+,35.11
TESORO,ROBINSON LAKE     ,330400,5/17/2017,100.9,0,9,12,662.3,6.233333333,10.6095,2,6.4,8,5.9,7.3,7.8,0,C5+,39.07
CENTENNIAL ,PALERMO,330387,5/17/2017,107.5,0,13,12,639.7,6.233333333,10.6095,2,6.4,8,5.9,7.3,7.8,0,C5+,36.55
KINDER MORGAN ,WATFORD CITY,330434,5/17/2017,103.9,0,13,12,657.7,6.233333333,10.6095,2,6.4,8,5.9,7.3,7.8,0,C5+,32.54
